"Territorial emissions in MtCO₂"
,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,"Antigua and Barbuda",Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba","Bosnia and Herzegovina",Botswana,Brazil,"British Virgin Islands","Brunei Darussalam",Bulgaria,"Burkina Faso",Burundi,Cambodia,Cameroon,Canada,"Cape Verde","Cayman Islands","Central African Republic",Chad,Chile,China,Colombia,Comoros,Congo,"Cook Islands","Costa Rica","Côte d'Ivoire",Croatia,Cuba,Curaçao,Cyprus,"Czech Republic","Democratic Republic of the Congo",Denmark,Djibouti,Dominica,"Dominican Republic",Ecuador,Egypt,"El Salvador","Equatorial Guinea",Eritrea,Estonia,Ethiopia,"Faeroe Islands","Falkland Islands (Malvinas)",Fiji,Finland,France,"French Guiana","French Polynesia",Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong",Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,"Macedonia (Republic of)",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands",Martinique,Mauritania,Mauritius,Mexico,"Micronesia (Federated States of)",Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,"New Caledonia","New Zealand",Nicaragua,Niger,Nigeria,Niue,"North Korea",Norway,"Occupied Palestinian Territory",Oman,Pakistan,Palau,Panama,"Papua New Guinea",Paraguay,Peru,Philippines,Poland,Portugal,Qatar,"Republic of South Sudan",Réunion,Romania,"Russian Federation",Rwanda,"Saint Helena","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines",Samoa,"Sao Tome and Principe","Saudi Arabia",Senegal,Serbia,Seychelles,"Sierra Leone",Singapore,Slovakia,Slovenia,"Solomon Islands",Somalia,"South Africa","South Korea",Spain,"Sri Lanka",Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,"Trinidad and Tobago",Tunisia,Turkey,Turkmenistan,"Turks and Caicos Islands",Tuvalu,Uganda,Ukraine,"United Arab Emirates","United Kingdom","United States of America",Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,"Wallis and Futuna Islands","Western Sahara",Yemen,Zambia,Zimbabwe
2007,2.2717,3.9241,109.3154,0.53861,25.1314,0.15022,0.46899,175.0329,5.06,2.8213,399.2972,74.0283,30.4845,1.6891,26.8241,44.3454,1.363,62.1704,120.3527,0.47632,4.4921,0.72914,0.39205,12.322,0.29905,17.6385,4.2283,362.9155,0.15022,8.4089,55.6138,1.6451,0.18686,3.4625,5.8294,590.2641,0.50563,0.57158,0.25282,0.46166,71.5799,7025.0458,62.3796,0.10259,1.2128,0.065952,8.1158,6.7711,25.0174,26.7728,5.7559,8.4587,127.4029,1.7551,55.2971,0.46166,0.15389,21.1559,31.8621,188.9378,6.9726,4.7925,0.57891,20.0716,6.009,0.68883,0.058624,1.1578,66.742,403.0555,0.56426,0.81707,4.1147,0.35174,6.4157,850.7431,9.8195,0.41403,114.5826,0.63754,0.23816,2.3303,12.6152,1.9676,0.23083,1.5609,2.3889,8.7716,43.6859,58.5111,3.2935,1406.4557,375.2376,518.8993,62.1048,47.5761,63.0208,478.7154,9.6436,1321.7134,22.017,215.6261,9.8232,0.051296,75.1743,6.6245,0.90867,8.6109,13.4505,2.0738,0.66685,49.9183,0.20074,15.7629,11.2909,1.5352,9.4861,1.8137,0.88669,184.6656,0.78043,1.0076,2.7769,0.098928,1.9309,1.843,3.686,480.1269,0.13923,4.6753,12.0546,2.2497,0.040304,50.2261,2.2607,12.8643,2.3596,0.043968,2.6124,172.9405,2.9422,36.6451,4.602,0.72181,94.9782,0.003664,64.175,45.8481,2.323,43.6602,158.7648,0.26014,7.1924,6.1152,4.133,42.9201,72.1112,334.3678,61.9371,63.226,1.1761,3.8582,106.4491,1653.3781,0.55693,0.010992,0.21618,0.38472,0.065952,0.22717,0.17221,0.084272,387.4607,5.1772,52.4135,0.6412,0.6412,19.9102,40.8793,17.2619,0.17954,0.60822,466.1964,495.2702,369.3235,12.344,12.9376,1.7624,1.0626,52.9086,43.3882,66.4137,277.6872,3.2316,5.8917,252.2408,0.1832,1.407,0.11358,45.4373,24.0908,316.057,55.9969,0.16488,0.010992,2.8872,336.5924,135.5167,553.5446,6130.6237,5.998,120.1023,0.098928,160.6554,104.7867,0.029312,,20.9544,1.9273,9.8781
2008,4.2026,4.3712,110.1179,0.53861,25.6883,0.15022,0.47998,188.9525,5.5546,2.6564,404.8897,73.8052,35.4748,1.4949,29.7444,49.4713,1.6195,64.4875,120.4098,0.43602,4.4078,0.64853,0.42136,13.227,0.28765,20.1373,4.5031,387.3141,0.16122,9.1124,53.9461,1.9163,0.19053,3.8948,5.54,572.1557,0.46899,0.58258,0.25282,0.5093,71.7924,7546.891,68.0332,0.10626,1.308,0.069616,8.1231,6.7711,23.7465,30.4185,5.5363,8.6204,122.3159,1.8576,51.8819,0.4983,0.1319,20.6943,33.8407,198.4239,6.5402,4.4994,0.41403,17.8721,6.5732,0.63021,0.058624,0.89402,58.6043,396.3754,0.55693,0.84272,4.1696,0.3664,5.1626,853.5919,9.1307,0.42502,111.1125,0.65952,0.25282,2.2863,11.4207,2.1874,0.22717,1.5572,2.3963,8.6654,43.9424,57.4114,3.6083,1567.0965,416.2194,541.1398,93.0729,47.2516,68.209,466.577,10.2006,1237.2908,21.3318,214.1432,10.2336,0.05496,82.6635,7.6541,0.94531,8.1743,17.2135,2.1251,0.56426,55.9676,0.21949,15.0799,11.1559,1.3374,9.3945,1.887,1.0552,203.865,0.84272,1.0699,2.7844,0.098928,1.8723,1.9346,3.7666,492.8483,0.11725,4.7742,12.0289,2.748,0.047632,52.8569,2.2644,9.7939,3.3232,0.043968,3.4185,175.9549,2.8652,37.6663,4.4188,0.80974,96.0701,0.007328,71.0743,44.8981,2.0518,42.6709,158.9407,0.25282,7.3683,4.7925,4.4481,40.9818,78.7943,327.4505,59.6338,64.7905,1.2418,3.9425,103.1123,1685.2661,0.54227,0.010992,0.21618,0.39571,0.065952,0.22717,0.17954,0.084272,429.8238,5.0893,52.0544,0.6925,0.66318,36.1051,41.3849,18.2054,0.18686,0.6009,496.3657,507.1745,337.3619,12.1975,13.6597,1.9419,1.0955,50.8239,44.7076,67.6264,261.3788,2.9019,6.1372,252.2371,0.20152,1.6818,0.12091,44.3491,24.8053,313.3496,56.7847,0.17954,0.010992,3.1877,325.7265,157.2259,539.8407,5932.9784,8.2587,123.7992,0.095264,178.9681,117.8965,0.021984,,22.3211,2.1691,7.764
2009,6.7637,4.3748,121.3004,0.51662,27.7695,0.14656,0.5093,179.8145,4.3565,2.6271,408.7523,67.6455,31.8768,1.6415,28.1945,53.6923,1.6158,60.0789,107.4047,0.58624,4.6569,0.47632,0.38838,13.9782,0.29433,20.6869,3.7593,366.847,0.16488,7.8556,45.6792,1.9309,0.19053,4.6496,6.7198,539.4975,0.52395,0.55693,0.25282,0.49098,66.7508,7994.4633,72.6022,0.1319,1.7441,0.069616,7.8959,5.6536,21.9656,29.8726,5.6649,8.3724,114.6841,1.7477,49.4075,0.46166,0.1319,20.2106,36.0391,206.5653,6.4376,4.6166,0.51296,14.6089,6.6245,0.57525,0.058624,0.79142,55.8145,378.3323,0.5899,0.84638,4.2466,0.38106,6.2361,788.51,7.7017,0.46166,104.3406,0.57525,0.25282,2.3083,11.842,2.2607,0.2345,1.5645,2.268,7.8666,42.114,51.7782,3.5662,1737.2233,446.0444,553.8246,104.4606,42.0687,64.4168,416.1382,7.7347,1164.6853,21.8741,210.2325,12.3404,0.040304,87.2325,6.7857,1.2568,7.4388,20.8555,2.2167,0.51662,57.9315,0.20535,12.8281,10.6168,2.0702,8.691,1.7697,0.94531,198.7134,0.88302,0.80608,2.6315,0.10259,2.0262,2.1215,3.708,475.5616,0.16122,4.547,13.0915,1.8247,0.047632,52.4392,2.5282,10.2226,3.0668,0.040304,4.3308,170.7009,2.9715,34.7917,4.4921,0.9673,76.6729,0.003664,70.6199,43.2167,2.0885,41.0698,158.7062,0.24549,8.5921,5.0893,4.558,51.6624,77.5046,314.1467,56.8005,69.1653,1.2958,4.1,86.1136,1576.9615,0.57525,0.010992,0.2235,0.38472,0.065952,0.31144,0.18686,0.0916,468.5816,4.58,46.1444,0.52395,0.65219,55.887,37.5903,16.3202,0.19419,0.59723,502.7008,508.446,298.0807,13.1648,14.2542,2.0005,1.0442,47.2439,43.5379,62.2807,248.3129,2.4512,5.9137,267.3841,0.22717,2.781,0.1319,44.8584,24.7686,320.4636,50.2994,0.17954,0.010992,3.3782,277.1466,167.8222,488.856,5495.6879,8.0535,107.0438,0.12091,179.6423,128.5295,0.029312,,24.5415,2.5062,5.5986
2010,8.4565,4.5947,119.08,0.51662,29.0335,0.15022,0.52395,187.7653,4.2136,2.5062,406.8107,72.5474,30.653,1.6525,29.2424,59.8881,1.4766,62.3006,113.3508,0.53861,5.0856,0.60822,0.48731,15.1909,0.20274,21.2585,4.6826,419.4108,0.17221,8.1964,47.758,1.9602,0.21251,5.0087,6.7747,553.7206,0.55693,0.55693,0.26381,0.51662,72.1918,8768.8607,76.1123,0.16122,1.9786,0.069616,7.5625,6.9616,21.2037,38.3438,3.9021,8.0049,116.1593,2.0189,49.8493,0.51662,0.13923,21.0057,36.4312,202.5496,6.4523,4.6753,0.51296,19.0151,6.5805,0.63021,0.05496,1.2201,64.0075,388.0592,0.63754,0.85738,4.8072,0.43235,6.3094,832.4366,9.9478,0.46533,97.343,0.66318,0.26014,2.2973,11.6552,2.6014,0.23816,1.7184,2.1251,7.9692,40.6448,52.217,3.4294,1718.2841,428.4095,572.5623,112.1037,41.6301,68.8246,425.3039,7.2914,1215.0108,21.1633,236.8887,12.1645,0.062288,89.5518,6.379,1.6378,8.5297,20.0311,2.2753,0.79142,61.9106,0.19081,13.7127,11.185,1.407,8.5957,1.9566,1.1432,218.2975,0.93432,0.96363,2.6385,0.10259,2.0079,2.235,3.9132,463.9284,0.11358,4.9281,13.8096,2.5795,0.065952,55.9126,2.7333,12.5052,3.0997,0.043968,5.0527,182.5456,3.5394,35.0177,4.5324,1.1725,91.4424,0.003664,66.399,45.8385,2.0335,47.3792,161.2636,0.25282,9.1563,4.7595,5.093,57.5468,84.7996,332.1324,52.6157,72.4483,1.3273,4.166,82.2655,1663.318,0.5899,0.010992,0.21984,0.40304,0.069616,0.21984,0.18686,0.098928,518.0676,7.7384,45.9172,0.44334,0.72547,55.5975,38.5361,16.3608,0.19786,0.61189,473.7112,566.2529,284.3665,13.2527,14.6001,2.3999,1.0369,53.0242,45.053,61.5552,269.7767,2.5428,7.1008,281.6956,0.2345,2.6381,0.11725,47.8958,27.6376,322.0568,57.2427,0.19053,0.007328,3.9168,293.4791,160.6811,507.47,5699.9297,6.3827,104.0832,0.12091,188.9158,142.6212,0.029312,,23.413,2.6894,7.7713
2011,12.2304,5.2359,121.0879,0.49098,30.3159,0.1429,0.51296,191.477,4.9134,2.4988,404.2734,70.2868,33.4193,1.865,28.6268,63.3616,1.5279,61.8065,103.9297,0.6009,5.2908,0.44334,0.7328,16.1326,0.25864,23.8673,4.1733,439.0535,0.17587,9.6876,53.0872,2.2094,0.24182,5.2029,5.7635,560.0031,0.61555,0.58624,0.27846,0.53861,79.179,9725.575,76.4677,0.13557,2.257,0.069616,7.7347,7.2437,20.7594,35.9585,4.978,7.6967,114.0376,2.4915,44.895,0.47266,0.12824,21.2109,38.5783,216.9857,6.6428,6.1225,0.59357,19.097,7.72,0.56792,0.05496,1.0882,56.541,362.3127,0.6412,0.83173,4.9684,0.44701,7.9655,812.5771,9.8232,0.45067,94.5317,0.70715,0.25282,2.4292,11.8274,2.7773,0.24549,1.7807,2.2167,8.9475,43.7592,50.4362,3.3296,1840.2696,603.1713,588.574,134.2746,37.965,69.0737,412.9057,7.852,1263.8162,21.6506,226.5828,13.4469,0.062288,90.9551,7.6504,1.6232,7.7993,20.4268,2.3303,0.89035,39.6701,0.17683,14.0668,11.0884,1.4473,9.3908,2.3376,1.1798,220.2247,0.98562,1.0442,2.7258,0.10259,2.2167,2.3926,3.9168,484.0327,0.12091,5.0343,21.482,2.5685,0.040304,57.6384,3.2207,14.2859,2.8286,0.040304,5.529,169.7147,3.6457,34.3322,4.8768,1.3264,95.6157,0.007328,47.9947,44.9266,2.246,53.9854,161.8242,0.25282,10.0907,5.3238,5.3165,49.5922,85.4262,331.7038,51.471,80.3698,1.3038,4.2686,88.4557,1717.9993,0.66318,0.010992,0.23083,0.4067,0.069616,0.19786,0.20152,0.10259,499.4692,8.3612,49.1782,0.34075,0.89768,45.1844,37.8112,16.3471,0.19786,0.60456,470.1975,588.9184,284.558,15.125,14.3415,1.9676,1.0479,49.0971,40.9927,56.8616,268.9596,2.3486,8.0864,278.0903,0.24549,2.4622,0.10259,46.8955,25.9997,348.0038,62.4162,0.19053,0.007328,4.2612,306.9662,165.305,464.7586,5569.516,7.7567,113.5913,0.1319,176.6781,152.045,0.025648,,19.65,2.9349,9.5557
2012,10.7465,4.9061,129.8815,0.48731,33.3717,0.1429,0.52395,192.1988,5.6902,1.3484,407.14,67.7211,35.5261,1.9676,26.6519,67.4506,1.4693,61.5337,101.1699,0.47632,5.4667,0.47632,0.81707,18.778,0.31144,22.2405,4.2283,469.6442,0.17587,9.6583,48.2172,2.6271,0.28213,5.452,6.1225,565.4582,0.50563,0.53494,0.29312,0.61189,80.9084,10020.3695,79.8862,0.1429,2.9678,0.069616,7.7604,9.2882,19.1724,36.127,5.9943,7.1641,110.6212,2.3999,40.227,0.51662,0.13557,22.1049,38.1093,216.8905,6.6575,5.1113,0.65952,17.9379,8.5554,0.5899,0.05496,1.0589,51.1089,362.3676,0.5899,0.81341,5.1003,0.45434,8.4345,817.1451,11.8677,0.46166,91.4178,0.56792,0.27114,2.5428,11.963,2.5795,0.25282,1.9932,2.312,8.9768,43.3891,46.884,3.3229,2016.8525,636.5577,611.2578,152.5983,38.1441,75.4674,390.325,7.4562,1298.1576,24.4242,233.0639,12.5052,0.062288,102.2512,10.1236,1.6964,7.5191,22.6142,2.4036,1.0259,52.6407,0.18542,14.133,10.8163,1.3117,8.9585,2.704,1.0955,218.5283,1.1102,0.99294,2.8194,0.10259,2.2131,2.6527,3.9644,495.9187,0.13557,4.9208,26.2049,2.334,0.043968,62.68,3.1181,11.0616,3.3819,0.040304,5.8514,165.5399,3.6274,35.6547,4.6166,1.865,98.4224,0.007328,49.017,44.5585,2.1984,59.1113,163.3631,0.25282,10.1053,5.0746,5.2798,55.026,91.131,324.2255,49.6584,94.0476,1.33,4.2466,85.8886,1728.3187,0.73646,0.010992,0.21984,0.4067,0.069616,0.25282,0.19786,0.11358,564.3806,7.9069,44.0266,0.43968,1.0296,36.3432,36.0011,15.8087,0.19786,0.60822,468.3874,583.4883,280.5025,16.019,14.6304,2.257,1.2055,46.5227,42.2594,44.6935,257.92,2.9312,9.5374,296.3553,0.29312,2.4842,0.10626,45.3823,26.9817,355.492,64.8198,0.19786,0.010992,4.067,303.6303,176.2421,484.2264,5362.0949,8.6873,115.7201,0.11358,198.6035,142.1046,0.025648,,18.6534,3.664,7.786
2013,10.0064,5.06,134.3552,0.47632,32.5913,0.13557,0.52395,189.6963,5.4923,0.86104,398.2926,67.9561,35.6141,2.7993,31.2869,69.6526,1.4473,62.0996,101.7481,0.51296,5.8074,0.458,0.91966,18.9026,0.32243,21.9034,5.2249,503.2651,0.17587,7.797,42.5952,3.0558,0.28946,5.5986,6.7674,574.4716,0.4983,0.53494,0.29678,0.69982,83.1581,10249.615,89.5518,0.17587,3.0851,0.069616,7.5918,10.6769,18.5254,34.7714,5.2102,6.4872,107.1029,3.5871,42.1938,0.60822,0.1319,21.4234,40.9635,213.2375,6.2251,5.1589,0.66685,19.6956,10.6256,0.67784,0.05496,1.1505,51.9125,361.8996,0.63021,0.82074,5.2762,0.43235,7.852,835.4591,14.6084,0.49098,81.7226,0.55326,0.30411,2.5538,13.6228,2.2973,0.25648,1.9346,2.4036,9.0574,44.9683,43.8677,3.3345,2033.0876,489.8255,619.271,165.371,37.1228,67.0146,362.9362,8.0864,1313.686,24.3693,237.2319,13.3223,0.062288,98.2648,9.8342,1.5755,7.3504,22.5629,2.4329,0.9563,56.2204,0.19263,13.107,10.2667,1.1798,7.841,3.1144,1.2238,236.317,1.0919,1.0259,2.482,0.10259,2.2094,2.6674,4.067,489.9391,0.1429,4.994,38.7212,2.246,0.051296,59.0344,4.0157,12.8496,2.6271,0.043968,6.6318,165.5745,4.2392,35.0869,4.547,1.9383,98.056,0.007328,35.9805,44.3027,2.4366,61.328,164.1912,0.25648,10.7099,6.1812,5.43,57.1071,98.0486,319.9217,47.8665,84.9535,1.4473,4.0964,76.9541,1667.499,0.80242,0.010992,0.2235,0.4067,0.07328,0.20885,0.19786,0.11358,540.6049,8.4162,44.8474,0.40304,1.1908,55.6305,35.5434,15.1677,0.20152,0.60822,465.9948,592.0145,252.9,15.4767,15.4621,1.9163,1.0882,44.8794,43.202,36.4092,260.2246,3.4771,11.1679,299.8434,0.43968,2.6564,0.11358,46.5035,27.6449,347.7465,66.6811,0.19786,0.010992,4.8658,295.8803,170.5665,473.6996,5514.0177,7.5808,103.2698,0.10626,183.7716,147.1096,0.021984,,25.4758,3.9535,11.6662
2014,9.8012,5.7122,145.2813,0.46166,34.7347,0.1429,0.53128,203.8576,5.5253,0.87203,393.5721,64.2044,37.4571,2.4146,31.3125,73.1298,1.2714,61.3165,96.5396,0.49464,6.3131,0.57525,1.0003,20.3938,0.32243,22.2148,7.0276,529.3747,0.17954,9.1014,45.1881,2.8469,0.43968,6.6795,6.9982,572.7284,0.49098,0.54227,0.30045,0.72914,82.495,10283.507,84.0228,0.15389,3.0924,0.069616,7.753,11.036,17.7771,34.808,5.8771,6.8784,102.7992,4.6679,37.9702,0.72181,0.13557,21.5223,43.8837,201.7288,6.2801,5.3421,0.69616,18.9102,11.5892,0.59723,0.05496,1.1688,47.757,331.7293,0.7328,0.80242,5.1882,0.51296,8.9805,794.829,14.4545,0.52762,78.658,0.50563,0.24182,2.5648,18.3127,2.4476,0.27114,2.0079,2.8579,9.4641,46.1847,44.0344,3.289,2236.5459,463.7964,648.9494,168.3058,36.6331,64.5487,347.0707,7.4159,1266.6014,26.4284,245.0736,14.2749,0.062288,95.33,9.5997,1.9529,7.151,24.0505,2.4659,0.93432,56.9496,0.16133,12.8744,9.7972,1.2824,7.5039,3.0741,1.2751,242.6228,1.3337,1.4106,2.4813,0.10259,2.2973,2.7077,4.2246,479.8777,0.15022,4.9281,20.8225,2.2094,0.047632,59.8148,8.4199,21.6139,3.7519,0.047632,8.0242,158.043,4.2869,35.585,4.8585,2.1251,96.202,0.010992,40.4945,43.9659,2.8359,61.1192,166.1624,0.26014,8.7936,6.3131,5.6975,61.6944,105.5672,307.602,47.7406,107.7656,1.4949,4.1696,77.1956,1669.6026,0.83906,0.010992,0.23083,0.4067,0.076944,0.20885,0.19786,0.11358,600.5552,8.8486,37.6366,0.49464,1.308,56.3267,33.4425,13.5127,0.20152,0.60822,489.3712,586.676,254.6373,18.3786,15.3522,1.9896,1.2018,43.2547,39.2691,30.6787,263.8556,5.1846,11.5526,315.954,0.46899,2.6198,0.12091,46.236,28.8064,359.2202,68.3666,0.20518,0.010992,5.2249,256.1783,211.1966,433.3705,5565.495,6.7418,105.1275,0.15389,185.0686,166.7743,0.021984,,22.6802,4.4994,12.0106
2015,10.4337,5.8759,154.3133,0.47698,34.9738,0.14914,0.55451,208.0102,5.602,0.91016,402.1596,66.7242,40.46,2.5162,34.1153,79.569,1.3184,57.024,100.2485,0.51609,6.3452,0.6004,1.0474,20.8294,0.33653,23.2295,6.8949,522.5004,0.18739,9.7236,48.2941,2.8644,0.44166,7.0951,7.2748,568.0942,0.49422,0.56598,0.30243,0.7333,82.7889,10150.4654,85.9992,0.1549,3.1945,0.07462,8.0499,11.8018,17.9187,36.1862,6.134,6.8596,103.7697,4.6983,35.6704,0.72541,0.1415,22.154,42.6385,207.1807,6.5329,5.9513,0.69976,15.8854,11.6086,0.61704,0.056913,1.246,44.3817,336.6566,0.76292,0.8601,5.3275,0.51333,9.1733,792.0545,14.776,0.54512,74.9629,0.52774,0.2524,2.6486,18.9551,2.4584,0.27293,2.0957,2.9763,9.8191,42.9307,46.7775,3.3607,2320.4058,468.752,642.106,166.8237,38.3928,67.2714,357.1988,7.707,1225.2395,25.595,230.3757,14.2895,0.066766,104.2869,9.9585,1.9987,7.2394,23.4085,2.3999,0.93952,59.3116,0.15955,13.1418,9.306,1.3787,7.8093,3.0428,1.2727,249.1914,1.4296,1.42,1.7569,0.10997,2.3946,2.723,4.1758,477.022,0.16102,5.033,22.0331,2.3068,0.049715,59.8789,8.6772,23.1069,3.7748,0.051056,8.4609,165.1272,4.5628,35.9114,5.0557,2.1261,102.7353,0.011782,42.6072,44.664,2.7732,65.4029,174.6874,0.27884,9.0772,6.7564,5.9248,64.038,115.3259,310.6386,52.0175,128.4477,1.5048,4.1137,78.0135,1670.6504,0.84413,0.011065,0.24092,0.42449,0.080308,0.21798,0.21208,0.11433,623.8171,8.8652,39.1851,0.4979,1.3156,60.6818,33.8168,13.598,0.21601,0.61224,461.5237,591.9866,271.7256,19.5712,15.442,2.0732,1.1875,43.3463,38.7514,31.1739,261.7758,5.3492,11.9106,322.8742,0.50271,2.6451,0.1296,45.7609,31.1933,383.4267,75.9048,0.21416,0.011782,5.2348,223.0805,229.1099,415.7215,5411.4091,7.0101,107.3176,0.16495,180.4969,185.5063,0.023564,,22.3302,4.4995,11.7337
2016,11.7063,6.0187,153.79,0.49376,35.7242,0.15141,0.56292,208.9036,5.7542,0.92397,397.9884,67.7742,40.205,2.5545,34.9287,82.402,1.3372,60.3198,101.2453,0.52392,6.5448,0.60951,1.1262,21.1028,0.34164,23.4114,6.6452,487.3581,0.19023,10.029,45.2564,2.9703,0.4558,7.5682,7.4153,562.9834,0.51387,0.57457,0.31446,0.75853,87.1879,10150.8163,84.6272,0.16106,3.2687,0.078238,8.1703,11.8538,18.3748,36.7195,6.2271,7.0695,105.1083,4.8783,37.4637,0.74727,0.14364,22.5671,40.3789,216.1779,6.6245,5.8193,0.72162,16.0429,11.8491,0.63876,0.058233,1.3018,45.4048,343.4522,0.77383,0.9018,5.4061,0.5334,9.3919,801.5081,15.1805,0.5643,71.0769,0.53575,0.25623,2.7086,19.2955,2.5462,0.28378,2.1275,3.0192,9.9774,43.4548,48.0359,3.4154,2430.8016,500.8132,655.8941,168.4947,40.2703,66.4585,359.2369,7.8291,1209.1599,25.8501,231.5645,14.5798,0.070003,104.6077,10.114,2.0921,7.4491,23.6289,2.2456,0.97106,60.2132,0.16474,13.1474,9.5951,1.4433,7.9165,3.0221,1.2873,264.8374,1.4989,1.4764,1.8187,0.1153,2.4298,2.816,4.1084,464.9186,0.16883,5.1603,26.1421,2.3375,0.050469,59.6694,8.7534,24.3515,3.9011,0.053531,9.1212,168.4253,5.058,35.7898,5.1271,2.162,102.3842,0.012353,50.5725,44.9882,2.8033,66.7684,188.9061,0.29236,9.2523,7.0742,6.0072,67.7654,128.3662,319.003,50.6071,122.9096,1.5646,4.0414,78.164,1634.706,0.87494,0.011505,0.24458,0.43093,0.081527,0.22129,0.22236,0.11888,634.3704,8.9976,39.6174,0.51771,1.3612,62.643,34.0962,13.8846,0.22648,0.63659,467.6985,595.3949,261.0669,21.1617,15.9873,2.1035,1.1702,45.3681,37.7138,31.629,266.2948,5.4595,12.0725,327.3297,0.52708,2.7099,0.13589,41.0347,31.0724,403.8925,76.2874,0.2174,0.012353,5.339,241.4305,239.0972,389.3988,5311.6927,7.1104,108.8673,0.17295,176.8195,186.6023,0.024707,,22.5881,4.5699,11.1419

Sources
Territorial,"<p><b>CDIAC:</b> Boden, TA, Marland, G and Andres, RJ 2017. Global, Regional, and National Fossil-Fuel CO2 Emissions, Carbon Dioxide Information Analysis Center, Oak Ridge National Laboratory, U.S. Department of Energy, Oak Ridge, Tenn., USA. DOI: 10.3334/CDIAC/00001_V2017. Available at: <a href=""http://cdiac.ess-dive.lbl.gov/trends/emis/meth_reg.html"" target=""_blank"">http://cdiac.ess-dive.lbl.gov/trends/emis/meth_reg.html</a>
<br /><br />
<b>UNFCCC, 2017. </b> National Inventory Submissions 2017. United Nations Framework Convention on Climate Change. Available at: </b><a href=""http://unfccc.int/national_reports/annex_i_ghg_inventories/national_inventories_submissions/items/9492.php""_blank"">http://unfccc.int/national_reports/annex_i_ghg_inventories/national_inventories_submissions/items/9492.php</a>, accessed June 2017.
<br /><br />
<b>BP, 2017.</b> Statistical Review of World Energy. Available at: </b><a href=""http://www.bp.com/en/global/corporate/energy-economics.html""_blank"">http://www.bp.com/en/global/corporate/energy-economics.html</a>
<br /><br />
The use of data is conditional on citing the original data sources. Data for years 2015 and 2016 are preliminary."
